"","lccode","year","campaign","location","cyear","target","tccode","navco1designation","camp_orgs","camp_size","camp_size_est","camp_conf_intensity","rad_flank","resis_meth","cdivers_gender","cdivers_age","cdivers_class","cdivers_urbrural","cdivers_ideol","cdivers_party","cdivers_regional","cdivers_ethnicity","cdivers_religion","camp_goals","goalschange","camp_structure","pi_educ","pi_socwel","pi_tradmedia","pi_newmedia","pi_police","pi_army","pi_dispute","media_outreach","repression","discrim","ab_domestic_con","ab_inter_con","ab_inter_reper","camp_backlash","sec_defect","state_defect","dom_media","regime_support","wdrwl_support","camp_support","ingo_support","dias_support","sdirect","slifted","in_media","success","progress","pop_opinion","reliability","id","prim_method"
"479",818,1946,"Indochina revolt","Vietnam",1,"French occupation","220",0,0,2,1,1,0,0,1,1,1,1,1,0,1,0,1,5,0,1,0,0,1,0,0,1,0,1,3,1,NA,NA,NA,3,0,0,NA,1,0,0,0,NA,0,0,0,0,2,1,2,100,0
"480",818,1948,"Indochina revolt","Vietnam",1,"French occupation","220",0,0,3,2,0,0,0,1,1,1,0,1,0,1,0,1,5,0,1,0,0,1,0,0,1,0,1,3,1,NA,NA,NA,3,0,0,NA,1,0,0,0,NA,0,0,0,0,2,NA,3,100,0
"481",818,1954,"Indochina revolt","Vietnam",2,"French occupation","220",0,0,3,2,1,0,0,1,1,1,0,1,0,1,0,0,5,0,1,0,0,1,0,0,1,0,1,3,1,NA,NA,NA,3,0,0,NA,1,1,1,0,NA,0,0,2,1,4,NA,3,100,0
"482",818,1953,"Indochina revolt","Vietnam",1,"French occupation","220",0,0,3,2,0,0,0,1,1,1,0,1,0,1,0,0,5,0,1,0,0,1,0,0,1,0,1,3,1,NA,NA,NA,3,0,0,NA,1,0,1,0,NA,0,0,2,0,0,NA,3,100,0
"483",818,1945,"Indochina revolt","Vietnam",0,"French occupation","220",0,2,2,1,1,0,0,1,1,1,1,1,0,1,0,1,5,0,1,0,0,0,0,0,1,0,1,3,1,NA,NA,NA,3,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,2,100,0
"484",818,1952,"Indochina revolt","Vietnam",1,"French occupation","220",0,0,3,2,0,0,0,1,1,1,0,1,0,1,0,0,5,0,1,0,0,1,0,0,1,0,1,3,1,NA,NA,NA,3,NA,NA,NA,1,0,1,0,NA,0,0,0,0,0,NA,3,100,0
"485",818,1950,"Indochina revolt","Vietnam",1,"French occupation","220",0,0,3,2,1,0,0,1,1,1,0,1,0,1,0,0,5,0,1,0,0,1,0,0,1,0,1,3,1,NA,NA,NA,3,0,0,1,1,0,1,0,NA,0,0,1,0,0,NA,3,100,0
"486",818,1947,"Indochina revolt","Vietnam",1,"French occupation","220",0,0,2,1,0,0,0,1,1,1,0,1,0,0,0,1,5,0,1,0,0,1,0,0,1,0,1,3,1,NA,NA,NA,3,0,0,NA,1,0,0,0,NA,0,0,0,0,0,1,3,100,0
"487",818,1949,"Indochina revolt","Vietnam",1,"French occupation","220",0,0,3,2,0,0,0,1,1,1,0,1,0,1,0,0,5,0,1,0,0,1,0,0,1,0,1,3,1,NA,NA,NA,3,0,0,NA,1,0,0,0,NA,0,0,2,0,0,NA,3,100,0
"488",850,1959,"Indonesian leftists / Anti Sukarno","Indonesia",1,"Sukarno regime","850",0,1,1,0,1,2,2,1,NA,1,1,1,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,3,1,1,NA,NA,2,NA,NA,NA,0,0,1,0,0,0,0,2,0,0,NA,3,102,1
"489",850,1957,"Indonesian leftists / Anti Sukarno","Indonesia",1,"Sukarno regime","850",0,3,NA,NA,0,2,0,1,NA,1,1,1,1,1,1,1,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,1,NA,0,0,NA,NA,NA,0,0,1,0,0,NA,3,102,1
"490",850,1958,"Indonesian leftists / Anti Sukarno","Indonesia",1,"Sukarno regime","850",0,1,1,0,1,2,1,1,NA,1,1,1,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,3,1,NA,NA,NA,2,NA,NA,NA,0,0,1,0,NA,0,0,2,0,0,NA,3,102,0
"491",850,1956,"Indonesian leftists / Anti Sukarno","Indonesia",0,"Sukarno regime","850",0,3,NA,NA,0,2,0,NA,NA,1,1,1,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,0,0,NA,2,102,1
"492",850,1960,"Indonesian leftists / Anti Sukarno","Indonesia",2,"Sukarno regime","850",0,0,1,0,1,2,0,1,NA,1,1,1,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,2,0,NA,NA,NA,1,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,2,102,1
"493",850,1948,"Indonesian Revolt","Indonesia",1,"Dutch occupation","210",0,1,3,2,3,0,0,NA,1,1,1,1,1,1,1,1,5,0,1,NA,NA,1,NA,NA,1,NA,NA,3,0,NA,1,1,3,NA,NA,2,0,0,1,NA,NA,1,0,2,0,0,0,3,101,0
"494",850,1945,"Indonesian Revolt","Indonesia",0,"Dutch occupation","210",0,5,3,2,1,0,0,NA,1,1,1,1,1,1,1,1,5,0,1,NA,NA,1,NA,NA,1,NA,NA,3,1,NA,1,1,3,NA,1,2,1,0,0,0,NA,0,0,2,0,1,NA,3,101,0
"495",850,1949,"Indonesian Revolt","Indonesia",2,"Dutch occupation","210",0,0,3,2,3,0,0,NA,1,1,1,1,1,1,1,1,5,0,1,NA,NA,1,NA,NA,1,NA,NA,3,0,NA,1,1,NA,NA,NA,2,0,0,1,1,NA,1,1,2,1,4,NA,3,101,0
"496",850,1947,"Indonesian Revolt","Indonesia",1,"Dutch occupation","210",0,0,3,2,2,0,0,NA,1,1,1,1,1,1,1,1,5,0,1,NA,NA,1,NA,NA,1,NA,NA,3,0,NA,1,1,3,NA,1,2,0,1,1,NA,NA,0,0,2,0,0,NA,3,101,0
"497",850,1946,"Indonesian Revolt","Indonesia",1,"Dutch occupation","210",0,0,3,2,2,0,0,NA,1,1,1,1,1,1,1,1,5,0,1,NA,NA,1,NA,NA,1,NA,NA,3,1,NA,1,1,3,NA,1,2,1,1,0,0,NA,0,0,2,0,2,0,3,101,0
"498",200,1976,"IRA","Northern Ireland",1,"British occupation","200",0,0,NA,NA,3,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,1,3,1,1,NA,NA,3,NA,NA,2,NA,NA,0,0,1,0,0,1,0,0,1,3,97,0
"499",200,1977,"IRA","Northern Ireland",1,"British occupation","200",0,0,NA,NA,3,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,1,3,NA,1,NA,0,3,NA,NA,2,0,0,0,0,1,0,0,1,0,0,1,3,97,0
"500",200,1991,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,3,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,1,0,0,1,0,0,1,3,97,0
"501",200,2003,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,2,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,2,NA,0,0,0,1,0,0,1,0,0,1,2,97,1
"502",200,1993,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,2,0,NA,NA,NA,3,NA,NA,2,NA,0,0,0,1,0,0,1,0,0,1,3,97,0
"503",200,1999,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,2,2,1,1,1,1,1,1,0,0,0,5,1,0,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,2,NA,0,0,0,1,0,0,2,0,3,1,3,97,1
"504",200,1968,"IRA","Northern Ireland",0,"British occupation","200",0,8,2,1,2,1,0,1,1,1,1,1,1,0,0,0,5,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,3,NA,NA,2,1,0,0,0,1,0,0,1,0,0,NA,3,97,1
"505",200,2001,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,1,2,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,2,NA,0,0,0,1,0,0,1,0,3,1,2,97,1
"506",200,1989,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,1,0,0,1,0,0,1,3,97,0
"507",200,2005,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,2,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,2,NA,0,0,0,1,0,0,1,0,2,1,3,97,1
"508",200,1996,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,0,1,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,3,NA,NA,2,NA,NA,0,0,1,0,0,1,0,0,1,3,97,0
"509",200,2006,"IRA","Northern Ireland",2,"British occupation","200",0,NA,NA,NA,1,2,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,2,NA,0,0,0,1,0,0,1,0,0,1,3,97,1
"510",200,1970,"IRA","Northern Ireland",1,"British occupation","200",0,1,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,1,3,1,1,NA,NA,3,NA,NA,2,1,0,NA,NA,1,0,0,2,0,0,1,3,97,0
"511",200,1994,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,1,2,2,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,2,0,0,0,0,1,0,0,2,0,2,1,3,97,1
"512",200,1980,"IRA","Northern Ireland",1,"British occupation","200",0,0,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,1,3,0,1,NA,NA,3,NA,NA,2,NA,NA,0,0,1,0,0,1,0,0,1,3,97,0
"513",200,1984,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,3,0,1,NA,NA,3,NA,NA,2,NA,0,0,0,1,0,0,1,0,0,1,3,97,0
"514",200,1992,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,3,1,NA,NA,NA,3,NA,NA,2,NA,0,0,0,1,0,0,1,0,0,1,3,97,0
"515",200,1986,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,2,NA,NA,NA,NA,3,NA,NA,2,NA,NA,0,0,1,0,0,1,0,0,1,3,97,0
"516",200,1972,"IRA","Northern Ireland",1,"British occupation","200",0,0,2,1,3,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,1,3,0,1,1,0,3,NA,NA,2,0,1,NA,0,1,0,0,2,0,0,1,3,97,0
"517",200,1990,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,3,0,NA,NA,NA,3,NA,NA,2,NA,0,0,0,1,0,0,1,0,0,1,3,97,0
"518",200,1973,"IRA","Northern Ireland",1,"British occupation","200",0,0,NA,NA,3,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,1,3,1,NA,NA,NA,3,NA,NA,2,0,NA,0,0,1,0,0,2,0,0,1,3,97,0
"519",200,1988,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,2,0,NA,NA,NA,3,NA,NA,2,NA,0,0,0,1,0,0,1,0,0,1,3,97,0
"520",200,1998,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,1,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,2,NA,0,0,0,1,0,0,2,0,3,1,3,97,0
"521",200,2000,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,3,2,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,2,NA,NA,0,0,1,0,0,2,0,3,1,2,97,1
"522",200,2002,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,2,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,2,NA,0,0,0,1,0,0,1,0,0,1,2,97,1
"523",200,1997,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,1,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,1,0,0,1,0,0,1,3,97,0
"524",200,1987,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,3,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,2,0,0,1,0,1,0,0,1,0,0,1,3,97,0
"525",200,1979,"IRA","Northern Ireland",1,"British occupation","200",0,0,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,1,3,0,1,1,1,3,NA,NA,2,NA,NA,0,0,1,0,0,1,0,0,1,3,97,0
"526",200,1982,"IRA","Northern Ireland",1,"British occupation","200",0,0,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,3,1,1,NA,NA,3,NA,NA,2,NA,NA,0,0,1,0,0,1,0,0,1,3,97,0
"527",200,1981,"IRA","Northern Ireland",1,"British occupation","200",0,0,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,3,0,1,1,1,3,NA,NA,2,NA,NA,0,0,1,0,0,2,0,0,1,3,97,0
"528",200,1969,"IRA","Northern Ireland",1,"British occupation","200",0,1,NA,NA,2,0,1,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,1,3,0,1,NA,NA,3,NA,NA,2,1,0,NA,NA,1,0,0,1,0,0,1,3,97,0
"529",200,1995,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,1,2,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,1,0,0,1,0,2,1,3,97,1
"530",200,1974,"IRA","Northern Ireland",1,"British occupation","200",0,1,NA,NA,3,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,1,3,1,1,NA,NA,3,NA,NA,2,NA,NA,0,0,1,0,0,2,0,0,1,3,97,0
"531",200,1983,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,3,1,1,NA,NA,3,NA,NA,2,NA,NA,0,0,1,0,0,1,0,0,1,3,97,0
"532",200,2004,"IRA","Northern Ireland",1,"British occupation","200",0,NA,NA,NA,2,2,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,2,NA,0,0,0,1,0,0,1,0,2,1,2,97,1
"533",200,1971,"IRA","Northern Ireland",1,"British occupation","200",0,0,1,0,3,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,1,3,1,1,NA,0,3,NA,NA,2,1,0,NA,0,1,0,0,2,0,0,1,3,97,0
"534",200,1985,"IRA","Northern Ireland",1,"British occupation","200",0,0,NA,NA,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,1,NA,NA,1,NA,1,2,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,0,1,0,0,1,0,2,1,3,97,0
"535",200,1975,"IRA","Northern Ireland",1,"British occupation","200",0,0,NA,NA,3,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,1,3,1,1,NA,NA,3,NA,NA,2,NA,0,0,0,1,0,0,1,0,0,1,3,97,0
"536",200,1978,"IRA","Northern Ireland",1,"British occupation","200",0,0,2,1,2,0,0,1,1,1,1,1,1,0,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,1,3,1,1,NA,0,3,NA,NA,2,NA,NA,0,0,1,0,0,0,0,0,1,3,97,0
"537",630,1981,"Iranian Mujahideen","Iran",0,"Khomenei regime","630",0,2,2,1,1,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,1,NA,NA,1,NA,1,3,1,1,NA,NA,3,NA,1,1,0,0,1,NA,1,0,0,1,0,0,NA,2,103,0
"538",630,1982,"Iranian Mujahideen","Iran",2,"Khomenei regime","630",0,0,2,1,3,0,0,1,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,1,NA,NA,1,NA,1,3,1,1,1,NA,1,NA,1,2,0,0,1,NA,1,0,0,1,0,0,NA,2,103,0
"539",630,1978,"Iranian Revolution","Iran",2,"Shah Reza Pahlavi","630",1,1,5,3,1,2,0,1,1,1,1,1,1,1,NA,1,0,0,0,NA,NA,NA,1,NA,NA,NA,1,3,1,1,0,0,3,1,NA,2,1,NA,NA,0,0,0,0,1,1,4,NA,3,104,1
"540",630,1977,"Iranian Revolution","Iran",0,"Shah Reza Pahlavi","630",1,4,0,0,1,1,0,NA,NA,1,1,1,1,1,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,2,104,1
"541",645,2006,"Iraqi insurgency","Iraq",2,"Iraqi government","2",0,3,2,1,1,0,0,0,1,1,1,0,1,0,0,0,5,0,1,0,0,0,1,1,1,1,1,3,0,NA,NA,NA,3,1,1,2,1,0,1,0,0,0,0,2,0,2,1,3,105,0
"542",645,2005,"Iraqi insurgency","Iraq",1,"Iraqi government","2",0,8,2,1,2,0,0,0,1,1,1,0,1,0,0,0,5,0,1,0,0,0,1,1,1,1,1,3,1,1,1,0,3,1,1,2,1,1,1,0,0,0,0,2,0,1,1,3,105,0
"543",645,2003,"Iraqi insurgency","Iraq",0,"Iraqi government","2",0,9,1,0,1,0,0,0,1,1,1,0,1,0,0,0,5,0,1,0,0,0,1,1,1,1,0,2,0,1,1,0,3,1,0,2,1,0,1,0,0,0,0,2,0,0,1,3,105,0
"544",645,2004,"Iraqi insurgency","Iraq",1,"Iraqi government","2",0,7,2,1,2,0,0,0,1,1,1,0,1,0,0,0,5,0,1,0,0,0,1,1,1,1,1,3,1,1,1,0,3,1,1,2,1,1,1,0,0,0,0,2,0,0,1,3,105,0
"545",615,1998,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,2,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,NA,NA,1,NA,1,3,0,1,NA,NA,2,NA,NA,2,NA,NA,NA,0,1,0,0,2,0,0,NA,3,106,0
"546",615,1997,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,1,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,NA,NA,1,NA,1,3,1,1,1,NA,2,NA,NA,2,NA,NA,0,0,1,0,0,2,0,0,NA,3,106,0
"547",615,1993,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,6,2,1,3,0,0,NA,1,1,1,1,1,1,NA,NA,0,0,0,NA,0,1,NA,0,1,NA,1,3,1,1,1,1,3,1,NA,2,NA,0,1,0,1,1,0,2,0,0,NA,3,106,0
"548",615,2006,"Islamic Salvation Front","Algeria",2,"Algerian government","615",0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,NA,NA,1,NA,1,3,0,NA,1,NA,2,NA,NA,NA,1,0,NA,0,1,0,0,1,0,0,NA,3,106,0
"549",615,2003,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,NA,NA,1,NA,1,3,0,NA,1,NA,2,NA,NA,2,1,0,NA,0,1,0,0,1,0,0,NA,3,106,0
"550",615,1999,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,2,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,NA,NA,1,NA,1,3,0,NA,NA,NA,2,NA,NA,2,NA,NA,NA,0,1,0,0,2,0,2,NA,3,106,0
"551",615,1994,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,4,2,1,3,0,0,NA,1,1,1,1,1,1,NA,1,0,0,0,NA,0,1,NA,0,1,NA,1,3,1,1,NA,NA,3,1,NA,2,NA,NA,1,0,1,0,1,2,0,1,NA,3,106,0
"552",615,2000,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,2,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,NA,NA,1,NA,1,3,0,NA,NA,NA,2,NA,NA,2,NA,NA,NA,0,1,0,0,2,0,0,NA,3,106,0
"553",615,2004,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,NA,NA,1,NA,1,3,0,NA,1,NA,2,NA,NA,NA,1,0,NA,0,1,0,0,1,0,0,NA,3,106,0
"554",615,2002,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,3,0,NA,NA,NA,2,NA,NA,2,1,NA,NA,0,1,NA,0,1,0,0,NA,3,106,0
"555",615,2001,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,NA,NA,1,NA,1,3,0,NA,NA,NA,2,NA,NA,NA,1,NA,NA,0,1,0,0,1,0,0,NA,3,106,0
"556",615,1992,"Islamic Salvation Front","Algeria",0,"Algerian government","615",0,5,2,1,2,0,1,NA,1,1,1,1,1,1,NA,1,0,0,0,NA,1,1,NA,1,1,NA,1,3,1,1,1,1,3,NA,NA,2,NA,NA,1,0,1,1,0,2,0,0,NA,3,106,1
"557",615,1995,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,4,2,1,3,0,0,NA,1,1,1,1,1,1,NA,NA,0,0,0,NA,NA,1,NA,NA,1,1,1,3,1,NA,1,NA,2,1,NA,2,NA,NA,1,0,1,0,0,2,0,0,NA,3,106,0
"558",615,1996,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,4,2,1,3,0,0,NA,1,1,NA,1,1,1,NA,NA,0,0,0,NA,NA,1,NA,NA,1,1,1,3,1,1,1,NA,2,NA,NA,2,NA,NA,1,0,1,0,0,2,0,1,NA,3,106,0
"559",615,2005,"Islamic Salvation Front","Algeria",1,"Algerian government","615",0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,NA,NA,1,NA,1,3,0,NA,1,NA,2,NA,NA,NA,1,0,NA,0,1,0,0,1,0,2,NA,3,106,0
"560",625,2004,"JEM/SLA","Sudan",1,"Janjaweed militia","625",0,0,2,1,2,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,3,1,1,1,1,3,NA,NA,2,1,0,0,0,0,1,0,2,0,0,1,3,107,0
"561",625,2006,"JEM/SLA","Sudan",2,"Janjaweed militia","625",0,0,2,1,2,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,3,1,1,1,1,2,0,0,2,0,0,0,0,0,1,0,2,0,0,1,3,107,0
"562",625,2005,"JEM/SLA","Sudan",1,"Janjaweed militia","625",0,0,2,1,3,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,3,1,1,1,1,2,0,0,2,1,0,0,0,0,1,0,2,0,0,1,3,107,0
"563",625,2003,"JEM/SLA","Sudan",0,"Janjaweed militia","625",0,2,1,0,2,0,0,0,1,1,0,1,1,1,1,0,2,0,1,0,0,0,1,0,1,0,1,3,1,1,1,1,3,0,0,2,1,0,0,0,0,1,0,0,0,0,1,3,107,0
"564",665,1948,"Jewish resistance","Palestinian Territories",2,"British occupation","200",0,0,2,1,2,0,0,1,1,1,1,1,1,1,1,0,5,0,1,1,1,1,0,1,1,1,1,2,0,0,0,0,3,0,0,2,0,0,1,0,1,0,0,2,1,4,0,3,109,0
"565",665,1946,"Jewish resistance","Palestinian Territories",1,"British occupation","200",0,0,2,1,2,0,0,1,1,1,1,1,1,1,1,0,3,0,1,1,1,1,0,1,1,1,1,2,0,0,1,0,3,0,0,2,0,0,0,0,1,0,0,1,0,0,0,3,109,0
"566",665,1947,"Jewish resistance","Palestinian Territories",1,"British occupation","200",0,0,2,1,2,0,0,1,1,1,1,1,1,1,1,0,5,1,1,1,1,1,0,1,1,1,1,3,0,0,1,0,3,0,0,2,0,0,1,0,1,0,0,1,0,0,0,3,109,0
"567",665,1945,"Jewish resistance","Palestinian Territories",0,"British occupation","200",0,6,2,1,2,0,0,1,1,1,1,1,1,1,1,0,3,0,1,1,1,1,0,1,1,1,1,2,0,0,1,0,3,0,0,2,0,0,0,0,1,0,0,1,0,0,0,3,109,0
"568",780,1971,"JVP","Sri Lanka",0,"Sri Lankan government","780",0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,3,1,0,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,108,0
"569",490,1996,"Kabila-ADFL","Zaire/DRC",0,"Mobutu regime","490",0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,1,3,1,0,2,0,0,1,0,0,1,0,2,0,1,0,3,112,0
"570",490,1997,"Kabila-ADFL","Zaire/DRC",2,"Mobutu regime","490",0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,1,3,1,0,2,0,0,1,0,0,1,0,2,1,4,0,3,112,0
"571",775,1982,"Kachin rebels","Burma",1,"Burmese government","775",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,1,1,1,0,1,1,1,1,3,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,113,0
