"","X","title.info","date","briefs","story.link"
"2179",2179,"ASEAN-Russia summit","2010-10-30","Dmitry Medvedev met with leaders of the Association of Southeast Asian Nations (ASEAN) member states: Brunei, Vietnam, Indonesia, Cambodia, Laos, Malaysia, Myanmar, Singapore, Thailand and the Philippines.","http://eng.kremlin.ru/news/1225"
"2180",2180,"Speech at the Second ASEAN-Russia Summit","2010-10-30",NA,"http://eng.kremlin.ru/transcripts/1226"
"2181",2181,"Russia and Vietnam – Towards New Horizons of Cooperation","2010-10-30","Dmitry Medvedev's article in Nhan Dan Newspaper.","http://eng.kremlin.ru/news/1221"
"2182",2182,"Dmitry Medvedev will meet with President of the United States of America Barack Obama","2010-10-28","As previously agreed, the presidents of Russia and the US will hold a full-scale meeting on the sidelines of the Asia-Pacific Economic Cooperation (APEC) summit, which will be held in Yokohama on November 13–14, 2010.","http://eng.kremlin.ru/news/1215"
"2183",2183,"Condolences to President of the Argentine Republic Cristina Fernandez de Kirchner","2010-10-27","Dmitry Medvedev sent his condolences to President of the Argentine Republic Cristina Fernandez de Kirchner following the death of her spouse.","http://eng.kremlin.ru/news/1209"
"2184",2184,"Meeting with Presidents of Armenia and Azerbaijan","2010-10-27","Dmitry Medvedev, President of Armenia Serzh Sargsyan, and President of Azerbaijan Ilham Aliyev discussed future possibilities for reaching a settlement of the Nagorno-Karabakh conflict.","http://eng.kremlin.ru/news/1206"
"2185",2185,"Condolences to President of Indonesia Susilo Bambang Yudohoyono","2010-10-27","Dmitry Medvedev sent his condolences to President Susilo Yudohoyono following the earthquake and tsunami in Indonesia.","http://eng.kremlin.ru/news/1204"
"2186",2186,"Dmitry Medvedev will take part in the ASEAN-Russia summit","2010-10-26","The President will take part in the second summit between Russia and members of the Association of Southeast Asian Nations (ASEAN) on October 30-31, 2010, in Hanoi and also make an official visit to the Socialist Republic of Vietnam.","http://eng.kremlin.ru/news/1198"
"2187",2187,"Telephone conversation with President of Sudan Omar Bashir","2010-10-25",NA,"http://eng.kremlin.ru/news/1192"
"2188",2188,"President of Finland Tarja Halonen will make a state visit to Russia on November 8–11, 2010","2010-10-25",NA,"http://eng.kremlin.ru/news/1190"
"2189",2189,"Presidents of Armenia, Azerbaijan and Russia to meet in Astrakhan on October 27, 2010","2010-10-22","President of Armenia Serzh Sargsyan and President of Azerbaijan Ilham Aliyev will visit Russia at Dmitry Medvedev’s invitation. Nagorno-Karabakh settlement will be the subject of the trilateral meeting.","http://eng.kremlin.ru/news/1189"
"2190",2190,"Russian-Turkmenistani talks","2010-10-22","Dmitry Medvedev and President of Turkmenistan Gurbanguly Berdimuhamedov discussed a broad range of bilateral cooperation issues, in particular trade and economic ties and joint projects in energy, agriculture, transport, telecommunications, and humanitarian sector, as well as a number of regional issues.","http://eng.kremlin.ru/news/1183"
"2191",2191,"Dmitry Medvedev arrived in Turkmenistan on a working visit","2010-10-21","The first conversation between Dmitry Medvedev and President of Turkmenistan Gurbanguly Berdimuhamedov took place at the Turkmenbashi airport.","http://eng.kremlin.ru/news/1188"
"2192",2192,"Meeting with participants in the Munich Conference on Security Policy","2010-10-20","Participants exchanged views on a wide range of issues on the Euro-Atlantic agenda. Particular attention was given to the President of Russia’s initiative to sign a new European Security Treaty that would enshrine the principle of the indivisibility of security in the Euro-Atlantic area.","http://eng.kremlin.ru/news/1173"
"2193",2193,"Joint news conference following Russian-French-German talks","2010-10-19",NA,"http://eng.kremlin.ru/transcripts/1168"
"2194",2194,"Russian-French-German talks","2010-10-19","Talks between Dmitry Medvedev, Federal Chancellor of Germany Angela Merkel and President of France Nicolas Sarkozy were held in Deauville, France. This is the first trilateral meeting of the leaders of Russia, France and Germany in five years.","http://eng.kremlin.ru/news/1167"
"2195",2195,"Dmitry Medvedev arrived in Deauville to participate in Russian-German-French summit","2010-10-18","The main topic of the meeting between Dmitry Medvedev, President of France Nicolas Sarkozy, and Federal Chancellor of Germany Angela Merkel will be building a system of an equal and indivisible security in the Euro-Atlantic and Eurasian regions that will allow for a collective response to common challenges and threats.","http://eng.kremlin.ru/news/1161"
"2196",2196,"Telephone conversation with President of Kazakhstan Nursultan Nazarbayev","2010-10-18","Dmitry Medvedev and Nursultan Nazarbayev exchanged views on current aspects of bilateral cooperation, including joint efforts on the international and regional agenda.","http://eng.kremlin.ru/news/1162"
"2197",2197,"Ratification of Russian-Japanese agreement on mutual legal assistance","2010-10-18","Dmitry Medvedev signed Federal Law On Ratification of the Agreement between the Russian Federation and Japan on Mutual Legal Assistance on Criminal Cases.","http://eng.kremlin.ru/news/1158"
"2198",2198,"Ratification of Russian-Namibian agreement on protection of investments","2010-10-18","Dmitry Medvedev signed Federal Law On Ratification of the Agreement between the Government of the Russian Federation and the Government of the Republic of Namibia on Reciprocal Encouragement and Protection of Investments.","http://eng.kremlin.ru/news/1159"
"2199",2199,"Presentation by foreign ambassadors of their letters of credence","2010-10-18","Dmitry Medvedev received letters of credence from 13 new ambassadors to the Russian Federation.","http://eng.kremlin.ru/news/1153"
"2200",2200,"Speech at presentation by foreign ambassadors of their letters of credence","2010-10-18",NA,"http://eng.kremlin.ru/transcripts/1157"
"2201",2201,"Dmitry Medvedev will visit Turkmenistan on October 21-22, 2010","2010-10-16",NA,"http://eng.kremlin.ru/news/1150"
"2202",2202,"Russian-Venezuelan talks","2010-10-15","Dmitry Medvedev and President of Venezuela Hugo Chavez discussed development of bilateral trade and economic relations, and current issues on the regional and international agendas.","http://eng.kremlin.ru/news/1143"
"2203",2203,"Beginning of Russian-Venezuelan talks","2010-10-15",NA,"http://eng.kremlin.ru/transcripts/1144"
"2204",2204,"Meeting with President of Venezuela Hugo Chavez","2010-10-14","Dmitry Medvedev met with President of Venezuela Hugo Chavez at the President of Russia’s residence in Gorki.","http://eng.kremlin.ru/news/1140"
"2205",2205,"Message to President of Chile Sebastian Pinera","2010-10-14","Dmitry Medvedev sent a message to President of Chile Sebastian Pinera following the successful rescue of miners trapped in the San Jose mine.","http://eng.kremlin.ru/news/1135"
"2206",2206,"Meeting with UK Foreign Secretary William Hague","2010-10-13","Dmitry Medvedev and William Hague discussed bilateral cooperation issues.","http://eng.kremlin.ru/news/1125"
"2207",2207,"Russian-German talks","2010-10-12","Talks between Dmitry Medvedev and President of the Federal Republic of Germany Christian Wulff took place in the Kremlin.","http://eng.kremlin.ru/news/1117"
"2208",2208,"Joint news conference following Russian-German talks","2010-10-12",NA,"http://eng.kremlin.ru/transcripts/1124"
"2209",2209,"Beginning of meeting with President of Germany Christian Wulff","2010-10-12",NA,"http://eng.kremlin.ru/transcripts/1118"
"2210",2210,"Meeting with Global Innovation Partnerships Forum participants","2010-10-11","The Skolkovo innovation centre must demonstrate how Russia can and must make use of its immense scientific potential, Dmitry Medvedev said while addressing participants in the Global Innovation Partnerships Forum.","http://eng.kremlin.ru/news/1113"
"2211",2211,"Meeting with Governor of California Arnold Schwarzenegger","2010-10-11","Dmitry Medvedev and Arnold Schwarzenegger discussed the possibilities for California's business and scientific communities’ participation in the Skolkovo innovation centre development.","http://eng.kremlin.ru/news/1112"
"2212",2212,"Dmitry Medvedev will meet with British Foreign Secretary William Hague","2010-10-11",NA,"http://eng.kremlin.ru/news/1110"
"2213",2213,"Telephone conversation with President of Venezuela Hugo Chavez","2010-10-08","The two presidents discussed bilateral cooperation issues in light of President Chavez’s upcoming visit to Russia on October 14-15, 2010.","http://eng.kremlin.ru/news/1102"
"2214",2214,"Official visit to the Republic of Cyprus","2010-10-07","Dmitry Medvedev and President Demetris Christofias discussed a wide range of issues, including cooperation in the economy, finance, tourism and humanitarian sphere. During his visit, Dmitry Medvedev met with President of the House of Representatives of Cyprus Marios Garoyian, leaders of parliamentary parties, and Chrysostomos II, Archbishop of New Justiniana and All Cyprus. Dmitry Medvedev also took part in the Cyprus-Russia Business Forum.","http://eng.kremlin.ru/visits/1107"
"2215",2215,"Official visit to the Republic of Cyprus","2010-10-07","This is the first visit by a Russian leader to the Republic of Cyprus. The visit is timed to coincide with the 50th anniversary of establishing diplomatic relations between the two states.","http://eng.kremlin.ru/news/1096"
"2216",2216,"Beginning of meeting with President of House of Representatives of Cyprus Marios Garoyian and leaders of parliamentary parties","2010-10-07",NA,"http://eng.kremlin.ru/transcripts/1098"
"2217",2217,"Ceremony awarding Order of Friendship to President of Cyprus Demetris Christofias","2010-10-07",NA,"http://eng.kremlin.ru/transcripts/1095"
"2218",2218,"Joint news conference following Russian-Cypriot talks","2010-10-07",NA,"http://eng.kremlin.ru/transcripts/1099"
"2219",2219,"Dmitry Medvedev addressed readers of Cypriot newspaper Phileleftheros","2010-10-07",NA,"http://eng.kremlin.ru/news/1087"
"2220",2220,"Answers to questions from journalists following Russian-Algerian talks","2010-10-06",NA,"http://eng.kremlin.ru/transcripts/1086"
"2221",2221,"Official visit to Algeria","2010-10-06","Russian-Algerian talks were held at the El Mouradia presidential palace, addressing the development of industrial cooperation, investment projects, and military and technical cooperation.","http://eng.kremlin.ru/news/1080"
"2222",2222,"News conference following First Russian-Ukrainian Interregional Economic Forum","2010-10-04",NA,"http://eng.kremlin.ru/transcripts/1059"
"2223",2223,"Opening remarks at First Russian-Ukrainian Interregional Economic Forum","2010-10-04",NA,"http://eng.kremlin.ru/transcripts/1058"
"2224",2224,"The senseless period of tension in relations with Belarus is certain to come to an end","2010-10-03","New entry on Dmitry Medvedev's blog concerns relations between Russia and Belarus.","http://eng.kremlin.ru/news/1052"
"2225",2225,"Congratulations to Christian Wulff and Angela Merkel on the Day of German Unity","2010-10-03","Dmitry Medvedev congratulated Germany's President Christian Wulff and Federal Chancellor Angela Merkel on the Day of German Unity.","http://eng.kremlin.ru/news/1049"
"2226",2226,"Telephone conversation with President of Ukraine Viktor Yanukovych","2010-10-02",NA,"http://eng.kremlin.ru/news/1048"
"2227",2227,"Telephone conversation with President of the United States of America Barack Obama","2010-10-01","Dmitry Medvedev had a telephone conversation with US President Barack Obama on the American side’s initiative.","http://eng.kremlin.ru/news/1047"
"2228",2228,"Congratulations to President of Cyprus Demetris Christofias","2010-10-01","Dmitry Medvedev congratulated President of Cyprus Demetris Christofias on the fiftieth anniversary of the proclamation of the Republic of Cyprus’ independence.","http://eng.kremlin.ru/news/1040"
"2229",2229,"Laws on ratifying agreements with Angola, Libya, and Nigeria on encouraging and protecting investment","2010-10-01",NA,"http://eng.kremlin.ru/acts/1044"
"2230",2230,"Congratulations to Hu Jintao on the 61st anniversary of the founding of the People’s Republic of China","2010-10-01","Dmitry Medvedev congratulated President of China Hu Jintao on the 61st anniversary of the founding of the People’s Republic of China.","http://eng.kremlin.ru/news/1036"
"2231",2231,"Telephone conversation with President of Uzbekistan Islam Karimov","2010-09-30",NA,"http://eng.kremlin.ru/news/1037"
"2232",2232,"Congratulations to President of Republic of Korea Lee Myung-Bak","2010-09-30","Dmitry Medvedev congratulated President of South Korea Lee Myung-Bak on the 20th anniversary of the establishment of diplomatic relations between the Russian Federation and the Republic of Korea.","http://eng.kremlin.ru/news/1028"
"2233",2233,"Congratulations to President of Abkhazia Sergei Bagapsh","2010-09-30","Dmitry Medvedev congratulated President of the Republic of Abkhazia Sergei Bagapsh on Independence Day, Abkhazia’s national holiday.","http://eng.kremlin.ru/news/1029"
"2234",2234,"Telephone conversation with President of Poland Bronislaw Komorowski","2010-09-29",NA,"http://eng.kremlin.ru/news/1025"
"2235",2235,"Answers to journalists’ questions","2010-09-28",NA,"http://eng.kremlin.ru/transcripts/1024"
"2236",2236,"Beginning of meeting with Vice President of the People’s Republic of China Xi Jinping","2010-09-28",NA,"http://eng.kremlin.ru/transcripts/1018"
"2237",2237,"Opening ceremony of Russia Day at 2010 World Expo","2010-09-28","Dmitry Medvedev took part in the opening ceremony of Russia Day at the 2010 World Expo.","http://eng.kremlin.ru/news/1014"
"2238",2238,"Speech at opening ceremony of Russia Day at 2010 World Expo","2010-09-28",NA,"http://eng.kremlin.ru/transcripts/1016"
"2239",2239,"Telephone conversation with President of Ukraine Viktor Yanukovych","2010-09-27",NA,"http://eng.kremlin.ru/news/1013"
"2240",2240,"Executive order on awarding the Order of Friendship to foreign nationals","2010-09-27","Dmitry Medvedev signed Executive Order on awarding the Order of Friendship to citizens of Sweden, Lithuania, and Ukraine.","http://eng.kremlin.ru/acts/1011"
"2241",2241,"Condolences to President of Argentina Cristina Fernandez de Kirchner","2010-09-27","Dmitry Medvedev sent his condolences to President of the Argentina Cristina Fernandez de Kirchner following a major traffic accident.","http://eng.kremlin.ru/news/1010"
"2242",2242,"The leaders of Russia, France and Germany will hold a summit in Deauville","2010-09-27","Dmitry Medvedev, President of France Nicolas Sarkozy, and German Federal Chancellor Angela Merkel will meet in Deauville (France) on October 18-19, 2010.","http://eng.kremlin.ru/news/1002"
"2243",2243,"Meetings with Premier of the State Council of the People’s Republic of China Wen Jiabao and Chairman of the Standing Committee of the National People's Congress of the People's Republic of China Wu Bangguo","2010-09-27","Dmitry Medvedev met with Premier of the State Council of the People’s Republic of China Wen Jiabao and Chairman of the Standing Committee of the National People's Congress of the People's Republic of China Wu Bangguo.","http://eng.kremlin.ru/news/1001"
"2244",2244,"Condolences to President of Poland Bronislaw Komorowski following the death of Polish tourists in Germany","2010-09-27","Dmitry Medvedev sent his condolences to President of Poland Bronislaw Komorowski following the death of Polish tourists in Germany.","http://eng.kremlin.ru/news/998"
"2245",2245,"Press statements following Russian-Chinese talks","2010-09-27",NA,"http://eng.kremlin.ru/transcripts/1004"
"2246",2246,"Russian-Chinese talks","2010-09-27","Dmitry Medvedev and President of the People’s Republic of China Hu Jintao held talks in Beijing.","http://eng.kremlin.ru/news/1000"
"2247",2247,"Russian-Chinese talks in expanded format","2010-09-27",NA,"http://eng.kremlin.ru/transcripts/1008"
"2248",2248,"Meeting with Russian and Chinese World War II veterans","2010-09-26","Dmitry Medvedev began the first day of his official visit to China by visiting the Russian military cemetery in Lushun near the city of Dalian. The President laid flowers at the memorial to Soviet soldiers who fell liberating Northeast China from Japanese occupation, and met with Russian and Chinese World War II veterans.","http://eng.kremlin.ru/news/997"
"2249",2249,"Interview to Renmin Ribao","2010-09-26",NA,"http://eng.kremlin.ru/news/993"
"2250",2250,"Dmitry Medvedev met with Chairman of Kyrgyzstan’s Ar-Namys (Dignity) party Felix Kulov","2010-09-22","Mr Medvedev and Mr Kulov discussed the current situation in Kyrgyzstan.","http://eng.kremlin.ru/news/983"
"2251",2251,"Meeting with President of Iceland Olafur Ragnar Grimsson","2010-09-22","Dmitry Medvedev and Olafur Ragnar Grimsson discussed bilateral trade and economic cooperation, as well as cooperation in the Arctic.","http://eng.kremlin.ru/news/982"
"2252",2252,"Congratulations to President of Mali Amadou Tourani Toure","2010-09-22","Dmitry Medvedev congratulated President of Mali Amadou Tourani Toure on the 50th anniversary of Mali’s independence.","http://eng.kremlin.ru/news/977"
"2253",2253,"Telephone conversation with President of Kazakhstan","2010-09-21",NA,"http://eng.kremlin.ru/news/974"
"2254",2254,"Congratulations to President of Armenia Serzh Sargsyan","2010-09-21","Dmitry Medvedev congratulated President of the Republic of Armenia Serzh Sargsyan on Independence Day, the country’s national holiday.","http://eng.kremlin.ru/news/969"
"2255",2255,"Congratulations to President of the Republic of South Ossetia Eduard Kokoity","2010-09-20","Dmitry Medvedev congratulated President of the Republic of South Ossetia Eduard Kokoity on Independence Day, the country’s national holiday.","http://eng.kremlin.ru/news/960"
"2256",2256,"Greetings to delegates of the IAEA 54th General Conference","2010-09-20","Dmitry Medvedev sent his greetings to delegates of the International Atomic Energy Agency’s 54th General Conference.","http://eng.kremlin.ru/news/958"
"2257",2257,"The Russian and Ukrainian presidents discussed cooperation in the border regions","2010-09-18","Dmitry Medvedev and Viktor Yanukovych continued in Zavidovo (Tver Region) the talks they began in Ukraine’s Sumy Region on September 17, 2010.","http://eng.kremlin.ru/news/957"
"2258",2258,"The Russian and Ukrainian presidents had a meeting on Russian-Ukrainian migration policy","2010-09-17","The two leaders discussed the situation with Russian-Ukrainian border crossing by the two nations’ citizens, involving border, customs, and migration control, and simplifying relevant procedures and improving border crossing points’ operation.","http://eng.kremlin.ru/news/954"
"2259",2259,"Condolences to President of Sri Lanka Mahinda Rajapaksa","2010-09-17","Dmitry Medvedev sent his condolences to President of Sri Lanka Mahinda Rajapaksa following a road accident that has caused many victims.","http://eng.kremlin.ru/news/952"
"2260",2260,"The Russian and Ukrainian presidents took part in one of the stages in the St Petersburg-Moscow-Kiev International Motor Rally","2010-09-17","Dmitry Medvedev and  Viktor Yanukovych took part in a stage of the international motor rally marking 100 years since the first Emperor Nicholas II Prize St Petersburg-Kiev Motor Rally took place.","http://eng.kremlin.ru/news/953"
"2261",2261,"Congratulations to Michelle Bachelet on her appointment as UN Under-Secretary-General","2010-09-17","Dmitry Medvedev congratulated Michelle Bachelet on her appointment as UN Under-Secretary-General and head of the new UN entity for gender equality and the empowerment of women.","http://eng.kremlin.ru/news/950"
"2262",2262,"Russia and Norway have signed a treaty on the sea borders and on cooperation in the northern seas","2010-09-15","Dmitry Medvedev said the signing of the Russian-Norwegian Treaty on Maritime Delimitation and Cooperation in the Barents Sea and the Arctic Ocean is a historic event that will influence the general situation in the region, strengthening international and regional security and intensifying cooperation between the Arctic countries.","http://eng.kremlin.ru/news/944"
"2263",2263,"Beginning of Russian-Norwegian talks","2010-09-15",NA,"http://eng.kremlin.ru/transcripts/945"
"2264",2264,"News conference following Russian-Norwegian talks","2010-09-15",NA,"http://eng.kremlin.ru/transcripts/946"
"2265",2265,"The Russian and Ukrainian presidents will take part in events of St Petersburg-Moscow-Kiev International Motor Rally","2010-09-15","Dmitry Medvedev and Viktor Yanukovych will take part in events of St Petersburg-Moscow-Kiev International Motor Rally on September 17, 2010.","http://eng.kremlin.ru/news/943"
"2266",2266,"Congratulations to Dmitry Medvedev from leaders of foreign nations","2010-09-14","Dmitry Medvedev received many congratulations on his birthday from foreign leaders.","http://eng.kremlin.ru/news/942"
"2267",2267,"Telephone conversation with Federal Chancellor of Germany","2010-09-14","Federal Chancellor of Germany Angela Merkel expressed her best wishes and congratulated Dmitry Medvedev on his birthday.","http://eng.kremlin.ru/news/941"
"2268",2268,"Telephone conversation with President of Azerbaijan","2010-09-14","President of Azerbaijan Ilham Aliyev warmly congratulated Dmitry Medvedev on his birthday.","http://eng.kremlin.ru/news/940"
"2269",2269,"Telephone conversation with President of Kazakhstan","2010-09-14","President of Kazakhstan Nursultan Nazarbayev extended his warm congratulations to Dmitry Medvedev on his birthday.","http://eng.kremlin.ru/news/937"
"2270",2270,"Telephone conversation with President of Armenia","2010-09-14","President of Armenia Serzh Sargsyan sincerely congratulated Dmitry Medvedev on his birthday.","http://eng.kremlin.ru/news/938"
"2271",2271,"Telephone conversation with President of Ukraine","2010-09-14","President of Ukraine Viktor Yanukovych congratulated Dmitry Medvedev on his birthday.","http://eng.kremlin.ru/news/936"
"2272",2272,"Telephone conversation with President of Armenia","2010-09-11","Dmitry Medvedev had a telephone conversation with President of Armenia Serzh Sargsyan.","http://eng.kremlin.ru/news/929"
"2273",2273,"Congratulations to Nong Duc Manh","2010-09-11","Dmitry Medvedev congratulated Secretary General of the Central Committee of the Communist Party of Vietnam Nong Duc Manh on his 70th birthday.","http://eng.kremlin.ru/news/924"
"2274",2274,"Meeting with Prime Minister of Italy Silvio Berlusconi","2010-09-10","Dmitry Medvedev and Silvio Berlusconi discussed the prospects for developing bilateral cooperation and the upcoming G20 summit among other issues.","http://eng.kremlin.ru/news/918"
"2275",2275,"Meeting with President of the Republic of Korea Lee Myung-bak","2010-09-10","Dmitry Medvedev and Lee Myung-bak discussed various aspects of bilateral cooperation, international and regional security issues, and preparations for the G20 summit in Seoul.","http://eng.kremlin.ru/news/917"
"2276",2276,"Meeting with Special Envoy of the Japanese Prime Minister Yukio Hatoyama","2010-09-10","On the sidelines of the Global Policy Forum taking place in Yaroslavl Dmitry Medvedev met with the Japanese Prime Minister’s special envoy Yukio Hatoyama.","http://eng.kremlin.ru/news/915"
"2277",2277,"Meeting with President of Ireland Mary McAleese","2010-09-09","Dmitry Medvedev and Mary McAleese discussed various aspects of Russian-Irish cooperation, including trade, economic and humanitarian ties, and prospects for their development.","http://eng.kremlin.ru/news/911"
"2278",2278,"Telephone conversation with President of Kazakhstan Nursultan Nazarbayev","2010-09-09",NA,"http://eng.kremlin.ru/news/909"
"2279",2279,"Congratulations to Emomali Rahmon","2010-09-09","Dmitry Medvedev congratulated President of  Tajikistan Emomali Rahmon on  Independence Day, Tajikistan's national holiday.","http://eng.kremlin.ru/news/907"
"2280",2280,"Telephone conversation with King of Spain Juan Carlos I","2010-09-07","On behalf of the Spanish people, the King of Spain expressed solidarity and sympathy following the recent terrorist attacks in Russia. Dmitry Medvedev thanked King Juan Carlos I for his words of support.","http://eng.kremlin.ru/news/898"
"2281",2281,"Dmitry Medvedev took part in the seventh Forum of Interregional Cooperation of Russia and Kazakhstan","2010-09-07","The Forum's central theme is interaction between Russia and Kazakhstan in the sphere of sustainable development and high technology.","http://eng.kremlin.ru/news/894"
"2282",2282,"Dmitry Medvedev and Nursultan Nazarbayev visited Russia-Kazakhstan Exhibition of Innovation Technology","2010-09-07","The two leaders surveyed the information stands New Approaches to Kazakhstan’s Innovation Policy and Innovative Technology in Housing and Utilities, and visited Irgetas engineering laboratory.","http://eng.kremlin.ru/news/893"
"2283",2283,"Prime Minister of Norway Jens Stoltenberg will make a working visit to Russia","2010-09-07","On September 15, 2010, Prime Minister of the Kingdom of Norway Jens Stoltenberg will arrive in Murmansk where his talks with President Medvedev will take place.","http://eng.kremlin.ru/news/892"
"2284",2284,"Official visit to Azerbaijan","2010-09-03","Dmitry Medvedev made a two-day official visit to Azerbaijan.","http://eng.kremlin.ru/news/878"
"2285",2285,"Joint news conference following Russian-Azerbaijani talks","2010-09-03",NA,"http://eng.kremlin.ru/transcripts/883"
"2286",2286,"Dmitry Medvedev will meet with the President of Ireland","2010-09-03","Dmitry Medvedev will meet with President of Ireland Mary McAleese on September 9, 2010.","http://eng.kremlin.ru/news/880"
"2287",2287,"Condolences to President of Pakistan Asif Ali Zardari","2010-09-03","Dmitry Medvedev sent his condolences to President of Pakistan Asif Ali Zardari following a terrorist attack in Lahore.","http://eng.kremlin.ru/news/879"
"2288",2288,"Beginning of meeting with President of Azerbaijan Ilham Aliyev","2010-09-03",NA,"http://eng.kremlin.ru/transcripts/881"
"2289",2289,"Dmitry Medvedev arrived in Baku on an official visit","2010-09-02","The President of Russia honoured the memory of national leader of Azerbaijan Heydar Aliyev and visited the Alley of Martyrs in Baku.","http://eng.kremlin.ru/news/875"
"2290",2290,"Congratulations to President of Socialist Republic of Vietnam Nguyen Minh Triet","2010-09-02","Dmitry Medvedev congratulated President of the Socialist Republic of Vietnam Nguyen Minh Triet on Vietnam’s national holiday, the 65th anniversary of independence.","http://eng.kremlin.ru/news/870"
"2291",2291,"Congratulations to President of Uzbekistan Islam Karimov","2010-09-01","Dmitry Medvedev sent a message of congratulations to President of Uzbekistan Islam Karimov on Independence Day, Uzbekistan’s national holiday.","http://eng.kremlin.ru/news/864"
"2292",2292,"Dmitry Medvedev will make a visit to Kazakhstan","2010-09-01",NA,"http://eng.kremlin.ru/news/862"
"2293",2293,"Dmitry Medvedev will take part in Global Policy Forum","2010-09-01","Dmitry Medvedev will take part in the Global Policy Forum The Modern State: Standards of Democracy and Criteria of Efficiency in Yaroslavl on September 9-10, 2010.","http://eng.kremlin.ru/news/861"
"2294",2294,"Meeting with Donald Tsang","2010-08-31","The Russian leader met in the Kremlin with Chief Executive of the Hong Kong Special Administrative Region of the People's Republic of China Donald Tsang.","http://eng.kremlin.ru/news/857"
"2295",2295,"Congratulations to President of Kyrgyzstan Roza Otunbayeva","2010-08-31","Dmitry Medvedev sent his congratulations to President of the Kyrgyz Republic Roza Otunbayeva on Independence Day, Kyrgyzstan’s national holiday.","http://eng.kremlin.ru/news/855"
"2296",2296,"Dmitry Medvedev will make an official visit to Azerbaijan on September 2-3, 2010","2010-08-30",NA,"http://eng.kremlin.ru/news/850"
"2297",2297,"Dmitry Medvedev will meet with Donald Tsang","2010-08-30","Dmitry Medvedev will meet with Chief Executive of the Hong Kong Special Administrative Region of the People's Republic of China  Donald Tsang on August 31, 2010.","http://eng.kremlin.ru/news/849"
"2298",2298,"Congratulations to Acting President of Moldova and Speaker of the Moldovan Parliament Mihai Ghimpu","2010-08-27","Dmitry Medvedev sent his congratulations to Acting President of Moldova and Speaker of the Moldovan Parliament Mihai Ghimpu on Moldova’s Independence Day holiday.","http://eng.kremlin.ru/news/841"
"2299",2299,"Meeting with President of Switzerland Doris Leuthard","2010-08-26","During the talks, Dmitry Medvedev and Doris Leuthard focused particularly on issues of bilateral economic cooperation, including energy and high technology.","http://eng.kremlin.ru/news/837"
"2300",2300,"Condolences to President of China Hu Jintao following plane crash in Yichun","2010-08-25","Dmitry Medvedev sent his condolences to President of China Hu Jintao following a plane crash in Yichun that claimed many lives.","http://eng.kremlin.ru/news/834"
"2301",2301,"Statements for the media following meeting with Prime Minister of Luxembourg Jean-Claude Juncker","2010-08-24",NA,"http://eng.kremlin.ru/transcripts/827"
"2302",2302,"Meeting with Prime Minister of Luxembourg Jean-Claude Juncker","2010-08-24","Dmitry Medvedev and Jean-Claude Juncker discussed bilateral economic ties, humanitarian issues, the situation in Europe and relations between Russia and the European Union.","http://eng.kremlin.ru/news/825"
"2303",2303,"Congratulations to President of Ukraine Viktor Yanukovych","2010-08-24","Dmitry Medvedev sent his congratulations to President of Ukraine Viktor Yanukovych on Independence Day, Ukraine's national holiday.","http://eng.kremlin.ru/news/824"
"2304",2304,"Telephone conversation with President of Turkey Abdullah Gul","2010-08-23","Dmitry Medvedev thanked the Turkish leadership and people for their help and support in the disaster relief efforts in Russia.","http://eng.kremlin.ru/news/817"
"2305",2305,"Meeting with President of Kyrgyzstan Roza Otunbayeva","2010-08-20","The two leaders discussed the development of economic and humanitarian ties. The meeting took place on the sidelines of CSTO’s informal summit.","http://eng.kremlin.ru/news/815"
"2306",2306,"Informal CSTO summit took place in Yerevan","2010-08-20","The heads of the Collective Security Treaty Organisation member states discussed CSTO’s current and planned measures for the stabilisation of the situation in Kyrgyzstan, and the creation of an effective crisis response system within the Organisation.","http://eng.kremlin.ru/news/812"
"2307",2307,"Beginning of informal meeting of CSTO heads of state","2010-08-20",NA,"http://eng.kremlin.ru/transcripts/811"
"2308",2308,"Russian-Armenian talks","2010-08-20","Dmitry Medvedev and President of Armenia Serzh Sargsyan held talks in Yerevan. A number of agreements were signed, including on extending Russia’s right to station a military base in Armenia, and on construction of nuclear power plant units.","http://eng.kremlin.ru/news/808"
"2309",2309,"Joint news conference following Russian-Armenian talks","2010-08-20",NA,"http://eng.kremlin.ru/transcripts/810"
"2310",2310,"Dmitry Medvedev arrived in Armenia on a state visit","2010-08-19","The President of Russia laid a wreath at the Memorial to the victims of the 1915 Armenian genocide in the Ottoman Empire.","http://eng.kremlin.ru/news/803"
"2311",2311,"Meeting with President of Tajikistan Emomali Rahmon","2010-08-18","Cooperation between Russia and Tajikistan in various domains, as well as mutual assistance following natural disasters were the subjects of discussion.","http://eng.kremlin.ru/news/796"
"2312",2312,"Meeting with presidents of Afghanistan, Pakistan and Tajikistan","2010-08-18","Dmitry Medvedev discussed regional issues and ways of developing economic cooperation with President of Afghanistan Hamid Karzai, President of Pakistan Asif Ali Zardari, and President of Tajikistan Emomali Rahmon.","http://eng.kremlin.ru/news/794"
"2313",2313,"Beginning of meeting with President of Afghanistan Hamid Karzai, President of Pakistan Asif Ali Zardari, and President of Tajikistan Emomali Rahmon","2010-08-18",NA,"http://eng.kremlin.ru/transcripts/797"
